loan_id,customer_id,loan_amount,interest_rate,issue_date,loan_status,annual_income,employment_length,scheduled_payment_date,actual_payment_date,amount_due,amount_paid,DaysPastDue,OutstandingBalance,DelinquencyTier
LN000734,10734,26503,14.89,2023-01-30,Current,106790,10+ years,2023-09-27,2023-09-28,648.71,964.7,1,25538.3,Bucket 1 (Low Risk)
LN000735,10735,33046,9.4,2022-03-13,Fully Paid,149695,10+ years,2022-09-09,2022-09-09,1108.99,315.34,0,32730.66,Bucket 1 (Low Risk)
LN000736,10736,49046,7.89,2023-03-25,In Grace Period,47283,<1 year,2023-06-23,2023-06-27,1008.67,780.75,4,48265.25,Bucket 1 (Low Risk)
LN000737,10737,11666,19.35,2022-06-22,Current,77189,2 years,2022-10-20,2022-10-24,1305.73,447.31,4,11218.69,Bucket 1 (Low Risk)
LN000738,10738,37709,11.01,2024-01-01,Default,96558,10+ years,2024-07-29,,727.32,0.0,707,37709.0,Default / Write-Off
LN000739,10739,48691,16.86,2023-02-19,Fully Paid,159064,2 years,2023-05-20,2023-05-25,600.83,429.64,5,48261.36,Bucket 1 (Low Risk)
LN000740,10740,37589,10.15,2022-05-18,Current,38854,<1 year,2023-01-13,2023-01-11,759.16,1466.49,-2,36122.51,Current
LN000741,10741,49512,11.89,2022-11-07,Late,50253,<1 year,2023-10-03,2023-12-13,1251.28,790.81,71,48721.19,Bucket 3 (High Risk)
LN000742,10742,18233,11.28,2023-05-25,Current,93593,5 years,2023-11-21,2023-11-19,337.92,1443.1,-2,16789.9,Current
LN000743,10743,33207,21.84,2022-05-02,Current,107459,3 years,2022-12-28,2023-01-02,512.24,343.18,5,32863.82,Bucket 1 (Low Risk)
LN000744,10744,48215,21.49,2022-11-07,Fully Paid,68029,3 years,2023-06-05,2023-06-05,766.9,674.95,0,47540.05,Bucket 1 (Low Risk)
LN000745,10745,12168,16.24,2023-05-18,Late,166398,5 years,2024-01-13,2024-03-18,487.57,606.03,65,11561.97,Bucket 3 (High Risk)
LN000746,10746,8652,13.04,2023-05-22,In Grace Period,124037,5 years,2024-04-16,2024-04-19,641.33,1219.76,3,7432.24,Bucket 1 (Low Risk)
LN000747,10747,9025,6.51,2022-02-16,Current,121052,2 years,2023-02-11,2023-02-09,1050.18,1218.23,-2,7806.77,Current
LN000748,10748,29941,7.75,2022-12-20,Fully Paid,132984,2 years,2023-01-19,2023-01-20,1077.7,597.14,1,29343.86,Bucket 1 (Low Risk)
LN000749,10749,43832,7.53,2023-12-06,Current,104930,<1 year,2024-06-03,2024-06-03,691.34,323.65,0,43508.35,Bucket 1 (Low Risk)
LN000750,10750,35206,17.84,2023-03-09,In Grace Period,135407,2 years,2023-04-08,2023-04-13,1482.92,1005.59,5,34200.41,Bucket 1 (Low Risk)
LN000751,10751,29755,16.27,2022-11-27,In Grace Period,153020,<1 year,2023-11-22,2023-11-23,903.32,703.16,1,29051.84,Bucket 1 (Low Risk)
LN000752,10752,48737,12.11,2023-09-22,Current,139292,1 year,2024-05-19,2024-05-18,943.0,1308.46,-1,47428.54,Current
LN000753,10753,23832,10.77,2022-11-01,Fully Paid,130389,1 year,2023-08-28,2023-08-27,993.83,1161.25,-1,22670.75,Current
LN000754,10754,43788,12.06,2022-03-10,In Grace Period,164215,3 years,2022-10-06,2022-10-07,391.99,716.78,1,43071.22,Bucket 1 (Low Risk)
LN000755,10755,24781,15.08,2022-11-04,Current,166544,2 years,2023-03-04,2023-03-08,1049.96,782.76,4,23998.24,Bucket 1 (Low Risk)
LN000756,10756,34702,18.09,2023-07-15,Current,29876,10+ years,2024-07-09,2024-07-09,555.54,992.21,0,33709.79,Bucket 1 (Low Risk)
LN000757,10757,35624,10.82,2023-10-16,In Grace Period,138698,5 years,2024-10-10,2024-10-08,737.13,926.72,-2,34697.28,Current
LN000758,10758,14682,10.33,2024-02-04,Late,103715,3 years,2024-09-01,2024-10-16,1393.37,874.17,45,13807.83,Bucket 2 (Medium Risk)
LN000759,10759,46545,9.66,2023-02-27,Current,100247,10+ years,2023-05-28,2023-05-30,583.36,1124.23,2,45420.77,Bucket 1 (Low Risk)
LN000760,10760,20629,8.04,2022-07-16,Current,106406,3 years,2023-03-13,2023-03-17,1386.79,806.42,4,19822.58,Bucket 1 (Low Risk)
LN000761,10761,18237,8.87,2022-05-20,Current,97816,10+ years,2023-02-14,2023-02-14,350.68,1073.15,0,17163.85,Bucket 1 (Low Risk)
LN000762,10762,36840,20.08,2022-02-26,Fully Paid,47001,2 years,2022-12-23,2022-12-25,1380.69,1340.61,2,35499.39,Bucket 1 (Low Risk)
LN000763,10763,31673,22.14,2023-11-19,Late,48673,3 years,2024-11-13,2024-12-05,985.17,312.44,22,31360.56,Bucket 1 (Low Risk)
LN000764,10764,37784,22.79,2023-06-19,Late,177153,5 years,2023-11-16,2024-01-23,585.69,896.11,68,36887.89,Bucket 3 (High Risk)
LN000765,10765,13013,19.92,2022-11-17,Current,178177,10+ years,2023-06-15,2023-06-16,561.61,1422.6,1,11590.4,Bucket 1 (Low Risk)
LN000766,10766,12000,9.15,2022-10-09,Current,91664,5 years,2022-11-08,2022-11-13,1139.54,940.16,5,11059.84,Bucket 1 (Low Risk)
LN000767,10767,12403,11.7,2023-03-10,Current,89578,2 years,2023-06-08,2023-06-11,741.29,870.27,3,11532.73,Bucket 1 (Low Risk)
LN000768,10768,25196,6.38,2023-09-13,Current,39332,10+ years,2024-08-08,2024-08-09,761.63,603.58,1,24592.42,Bucket 1 (Low Risk)
LN000769,10769,46874,23.25,2023-01-07,Fully Paid,56995,5 years,2023-05-07,2023-05-12,1391.75,766.17,5,46107.83,Bucket 1 (Low Risk)
LN000770,10770,30754,22.7,2022-09-19,Current,86724,2 years,2023-01-17,2023-01-17,1057.62,1399.07,0,29354.93,Bucket 1 (Low Risk)
LN000771,10771,47233,13.31,2022-02-04,Current,45996,3 years,2022-10-02,2022-10-06,699.27,1411.8,4,45821.2,Bucket 1 (Low Risk)
LN000772,10772,32680,21.78,2024-04-19,Current,67033,10+ years,2024-09-16,2024-09-15,1022.54,722.23,-1,31957.77,Current
LN000773,10773,40895,19.28,2023-04-10,Late,38657,10+ years,2024-03-05,2024-04-02,1249.22,667.14,28,40227.86,Bucket 1 (Low Risk)
LN000774,10774,13918,6.06,2022-07-24,Late,107240,5 years,2022-09-22,2022-10-11,919.64,242.04,19,13675.96,Bucket 1 (Low Risk)
LN000775,10775,47544,19.74,2024-05-17,In Grace Period,132561,2 years,2025-01-12,2025-01-17,460.21,1348.21,5,46195.79,Bucket 1 (Low Risk)
LN000776,10776,16369,18.37,2024-04-26,Current,98871,1 year,2024-06-25,2024-06-29,772.19,741.12,4,15627.88,Bucket 1 (Low Risk)
LN000777,10777,29728,23.01,2023-08-08,Current,31021,5 years,2024-07-03,2024-07-04,1468.95,1388.21,1,28339.79,Bucket 1 (Low Risk)
LN000778,10778,17993,10.71,2024-05-22,Current,130128,5 years,2024-12-18,2024-12-20,1449.64,479.1,2,17513.9,Bucket 1 (Low Risk)
LN000779,10779,16149,23.05,2022-05-01,Current,162845,3 years,2022-12-27,2023-01-01,1156.28,442.21,5,15706.79,Bucket 1 (Low Risk)
LN000780,10780,17487,23.03,2024-04-12,Default,100487,10+ years,2024-12-08,,758.49,0.0,575,17487.0,Default / Write-Off
LN000781,10781,33266,21.41,2023-09-07,Current,99178,10+ years,2024-08-02,2024-08-03,790.23,802.0,1,32464.0,Bucket 1 (Low Risk)
LN000782,10782,14564,6.52,2022-09-26,Current,143220,1 year,2023-03-25,2023-03-30,862.66,402.89,5,14161.11,Bucket 1 (Low Risk)
LN000783,10783,26184,23.54,2023-02-12,Late,125531,10+ years,2023-09-10,2023-11-30,414.34,330.6,81,25853.4,Bucket 3 (High Risk)
LN000784,10784,8850,6.94,2022-08-29,Current,117878,5 years,2023-07-25,2023-07-23,905.45,306.43,-2,8543.57,Current
LN000785,10785,29965,11.45,2023-02-09,Late,59665,5 years,2023-03-11,2023-05-29,503.84,261.44,79,29703.56,Bucket 3 (High Risk)
LN000786,10786,37298,22.75,2024-06-17,Current,48500,2 years,2025-06-12,2025-06-16,440.21,470.15,4,36827.85,Bucket 1 (Low Risk)
LN000787,10787,7894,23.61,2023-05-27,Fully Paid,98662,10+ years,2023-11-23,2023-11-27,1352.32,639.51,4,7254.49,Bucket 1 (Low Risk)
LN000788,10788,45169,20.93,2022-09-28,In Grace Period,139235,1 year,2023-03-27,2023-04-01,481.52,1216.41,5,43952.59,Bucket 1 (Low Risk)
LN000789,10789,48084,17.46,2023-03-27,Current,63960,<1 year,2023-07-25,2023-07-25,612.27,343.03,0,47740.97,Bucket 1 (Low Risk)
LN000790,10790,35614,13.86,2023-05-22,Current,118459,10+ years,2024-02-16,2024-02-21,434.99,849.31,5,34764.69,Bucket 1 (Low Risk)
LN000791,10791,14702,8.23,2022-04-06,Current,99479,1 year,2022-07-05,2022-07-07,1095.77,975.9,2,13726.1,Bucket 1 (Low Risk)
LN000792,10792,18919,16.5,2022-01-05,In Grace Period,174628,1 year,2022-08-03,2022-08-02,897.73,595.39,-1,18323.61,Current
LN000793,10793,11180,21.97,2022-01-27,Current,56979,3 years,2022-07-26,2022-07-25,484.53,1304.37,-1,9875.630000000001,Current
LN000794,10794,10312,14.28,2023-12-26,Late,144027,10+ years,2024-05-24,2024-08-13,695.31,692.21,81,9619.79,Bucket 3 (High Risk)
LN000795,10795,7873,17.81,2023-04-09,Current,174201,1 year,2023-08-07,2023-08-05,639.54,1261.87,-2,6611.13,Current
LN000796,10796,8639,19.39,2023-07-15,Fully Paid,124979,<1 year,2024-02-10,2024-02-12,1458.06,513.61,2,8125.39,Bucket 1 (Low Risk)
LN000797,10797,31143,7.61,2024-05-22,Current,126843,3 years,2024-10-19,2024-10-19,889.01,444.72,0,30698.28,Bucket 1 (Low Risk)
LN000798,10798,33335,19.25,2022-11-14,Fully Paid,59416,2 years,2023-10-10,2023-10-09,915.18,1298.46,-1,32036.54,Current
LN000799,10799,37087,14.02,2023-02-02,Current,172602,5 years,2023-08-31,2023-08-30,1273.19,1207.79,-1,35879.21,Current
LN000800,10800,45230,9.35,2023-10-08,Current,35600,5 years,2024-04-05,2024-04-10,1077.13,1111.73,5,44118.27,Bucket 1 (Low Risk)
LN000801,10801,15162,22.75,2023-06-24,Late,162541,<1 year,2023-11-21,2024-01-24,1388.65,493.62,64,14668.38,Bucket 3 (High Risk)
LN000802,10802,36300,11.41,2022-05-11,Late,103750,1 year,2023-02-05,2023-04-05,357.27,365.93,59,35934.07,Bucket 2 (Medium Risk)
LN000803,10803,10015,22.51,2023-06-10,Current,136388,3 years,2023-08-09,2023-08-14,982.17,1093.03,5,8921.97,Bucket 1 (Low Risk)
LN000804,10804,21605,12.4,2023-08-23,Current,156974,<1 year,2023-10-22,2023-10-27,518.65,515.46,5,21089.54,Bucket 1 (Low Risk)
LN000805,10805,30752,6.81,2023-03-03,Fully Paid,103026,2 years,2023-12-28,2024-01-02,839.94,1208.83,5,29543.17,Bucket 1 (Low Risk)
LN000806,10806,22371,12.14,2024-06-11,Fully Paid,80330,1 year,2024-08-10,2024-08-12,427.6,1345.94,2,21025.06,Bucket 1 (Low Risk)
LN000807,10807,40020,6.32,2023-02-09,Current,70019,10+ years,2023-10-07,2023-10-12,1342.54,1130.17,5,38889.83,Bucket 1 (Low Risk)
LN000808,10808,44445,19.07,2022-11-07,Late,119562,10+ years,2023-10-03,2023-11-27,405.16,824.18,55,43620.82,Bucket 2 (Medium Risk)
LN000809,10809,13854,6.25,2022-04-25,Fully Paid,74341,<1 year,2022-08-23,2022-08-28,1079.69,1078.35,5,12775.65,Bucket 1 (Low Risk)
LN000810,10810,33559,21.16,2024-05-28,Default,75047,<1 year,2024-10-25,,1223.67,0.0,619,33559.0,Default / Write-Off
LN000811,10811,14710,14.53,2022-01-23,Current,64956,10+ years,2023-01-18,2023-01-23,865.79,1456.64,5,13253.36,Bucket 1 (Low Risk)
LN000812,10812,34459,16.53,2022-07-26,Current,127690,<1 year,2023-01-22,2023-01-20,1317.16,423.2,-2,34035.8,Current
LN000813,10813,33297,23.63,2024-05-18,Current,176692,5 years,2025-05-13,2025-05-15,779.62,344.42,2,32952.58,Bucket 1 (Low Risk)
LN000814,10814,38643,16.64,2023-09-19,Fully Paid,152900,1 year,2024-09-13,2024-09-11,806.41,933.97,-2,37709.03,Current
LN000815,10815,25699,15.96,2022-10-02,Fully Paid,134350,3 years,2022-12-01,2022-12-06,1075.42,1047.24,5,24651.76,Bucket 1 (Low Risk)
LN000816,10816,34381,18.56,2022-01-22,Current,75384,3 years,2022-07-21,2022-07-26,563.64,578.52,5,33802.48,Bucket 1 (Low Risk)
LN000817,10817,49890,12.1,2023-09-09,Fully Paid,147805,1 year,2024-02-06,2024-02-10,1299.7,1451.76,4,48438.24,Bucket 1 (Low Risk)
LN000818,10818,49112,17.75,2023-01-04,Default,67474,5 years,2023-05-04,,638.95,0.0,1159,49112.0,Default / Write-Off
LN000819,10819,10648,18.01,2022-05-13,Current,65976,5 years,2023-01-08,2023-01-07,1431.67,1252.18,-1,9395.82,Current
LN000820,10820,37356,11.47,2022-08-03,In Grace Period,29752,2 years,2022-12-31,2023-01-03,509.66,1112.31,3,36243.69,Bucket 1 (Low Risk)
LN000821,10821,37995,6.58,2022-03-07,Current,54876,5 years,2022-07-05,2022-07-04,883.64,974.38,-1,37020.62,Current
LN000822,10822,27303,20.13,2024-02-27,Current,171020,2 years,2024-05-27,2024-05-26,1411.96,1147.69,-1,26155.31,Current
LN000823,10823,33693,20.38,2024-05-11,Default,52758,5 years,2025-03-07,,1238.59,0.0,486,33693.0,Default / Write-Off
LN000824,10824,11676,20.82,2022-02-12,In Grace Period,68790,10+ years,2022-04-13,2022-04-14,488.44,1393.18,1,10282.82,Bucket 1 (Low Risk)
LN000825,10825,24144,18.75,2024-02-20,In Grace Period,51029,1 year,2025-01-15,2025-01-18,465.33,701.53,3,23442.47,Bucket 1 (Low Risk)
LN000826,10826,18231,13.9,2023-03-02,Default,26726,1 year,2023-10-28,,709.58,0.0,982,18231.0,Default / Write-Off
LN000827,10827,38097,9.08,2022-09-30,Current,133792,2 years,2023-08-26,2023-08-27,1204.21,481.93,1,37615.07,Bucket 1 (Low Risk)
LN000828,10828,32637,20.17,2022-05-22,Fully Paid,133372,3 years,2023-01-17,2023-01-20,831.09,1432.49,3,31204.51,Bucket 1 (Low Risk)
LN000829,10829,5651,18.92,2023-06-14,Fully Paid,47224,2 years,2023-12-11,2023-12-15,497.19,1478.33,4,4172.67,Bucket 1 (Low Risk)
LN000830,10830,9028,13.08,2022-02-07,Late,64571,5 years,2022-03-09,2022-06-02,1258.88,982.04,85,8045.96,Bucket 3 (High Risk)
LN000831,10831,39064,23.51,2023-03-06,Current,170125,2 years,2024-02-29,2024-03-03,309.48,1391.08,3,37672.92,Bucket 1 (Low Risk)
LN000832,10832,23335,22.2,2023-09-18,Fully Paid,130889,3 years,2024-08-13,2024-08-14,1049.23,1365.1,1,21969.9,Bucket 1 (Low Risk)
LN000833,10833,45513,17.74,2023-12-16,Current,131038,1 year,2024-05-14,2024-05-13,701.39,344.36,-1,45168.64,Current
LN000834,10834,13257,15.37,2023-07-08,Current,49332,5 years,2024-04-03,2024-04-05,1208.46,925.6,2,12331.4,Bucket 1 (Low Risk)
LN000835,10835,15487,6.42,2024-03-26,In Grace Period,92814,1 year,2024-08-23,2024-08-27,432.53,1484.35,4,14002.65,Bucket 1 (Low Risk)
LN000836,10836,8928,21.15,2022-09-23,Late,117923,<1 year,2022-10-23,2023-01-19,838.48,947.21,88,7980.79,Bucket 3 (High Risk)
LN000837,10837,42515,19.26,2023-04-10,Current,86891,10+ years,2024-02-04,2024-02-05,641.44,720.4,1,41794.6,Bucket 1 (Low Risk)
LN000838,10838,42536,18.1,2024-01-02,Current,89915,<1 year,2024-06-30,2024-07-01,733.52,1287.41,1,41248.59,Bucket 1 (Low Risk)
LN000839,10839,11421,8.64,2023-03-12,Fully Paid,46481,<1 year,2023-04-11,2023-04-15,871.5,1366.21,4,10054.79,Bucket 1 (Low Risk)
LN000840,10840,34239,7.41,2023-11-25,In Grace Period,179203,5 years,2024-08-21,2024-08-25,1001.16,1346.42,4,32892.58,Bucket 1 (Low Risk)
LN000841,10841,46711,13.62,2023-03-27,Late,153330,10+ years,2023-10-23,2023-11-17,452.55,229.91,25,46481.09,Bucket 1 (Low Risk)
LN000842,10842,34996,8.33,2023-12-23,In Grace Period,163711,<1 year,2024-12-17,2024-12-18,339.13,846.52,1,34149.48,Bucket 1 (Low Risk)
LN000843,10843,15278,22.99,2023-01-14,Fully Paid,56133,5 years,2023-08-12,2023-08-11,986.12,445.04,-1,14832.96,Current
LN000844,10844,7639,15.41,2022-05-01,Current,123162,2 years,2022-09-28,2022-10-03,471.44,333.57,5,7305.43,Bucket 1 (Low Risk)
LN000845,10845,43641,13.59,2022-11-09,Fully Paid,81513,1 year,2023-11-04,2023-11-09,957.04,302.5,5,43338.5,Bucket 1 (Low Risk)
LN000846,10846,9427,21.67,2023-03-04,Current,106186,5 years,2023-10-30,2023-11-02,870.27,1237.62,3,8189.38,Bucket 1 (Low Risk)
LN000847,10847,44695,8.39,2022-05-22,In Grace Period,145831,3 years,2023-04-17,2023-04-22,1173.44,478.78,5,44216.22,Bucket 1 (Low Risk)
LN000848,10848,10853,20.4,2023-11-12,Late,126511,1 year,2024-06-09,2024-07-27,1449.7,586.9,48,10266.1,Bucket 2 (Medium Risk)
LN000849,10849,34038,19.25,2023-10-24,Current,68414,10+ years,2023-11-23,2023-11-25,448.54,973.25,2,33064.75,Bucket 1 (Low Risk)
LN000850,10850,41657,7.53,2023-09-26,In Grace Period,38860,5 years,2024-06-22,2024-06-23,903.17,1200.67,1,40456.33,Bucket 1 (Low Risk)
LN000851,10851,6223,8.17,2023-06-29,Current,29973,2 years,2023-10-27,2023-10-28,1306.7,1295.63,1,4927.37,Bucket 1 (Low Risk)
LN000852,10852,42981,14.0,2024-04-06,In Grace Period,108999,3 years,2025-01-31,2025-01-29,1420.62,889.77,-2,42091.23,Current
LN000853,10853,27279,13.87,2023-03-01,Current,163386,2 years,2023-09-27,2023-09-29,1475.74,409.23,2,26869.77,Bucket 1 (Low Risk)
LN000854,10854,40506,9.03,2022-05-28,Current,48495,1 year,2022-10-25,2022-10-29,370.7,1114.33,4,39391.67,Bucket 1 (Low Risk)
LN000855,10855,26318,9.27,2024-01-01,Current,127220,<1 year,2024-06-29,2024-06-29,689.06,795.39,0,25522.61,Bucket 1 (Low Risk)
LN000856,10856,29609,22.95,2022-05-04,Current,87815,5 years,2023-02-28,2023-03-01,1202.87,891.58,1,28717.42,Bucket 1 (Low Risk)
LN000857,10857,30234,23.09,2022-10-03,Current,146850,5 years,2023-05-01,2023-04-30,788.99,881.01,-1,29352.99,Current
LN000858,10858,20318,22.45,2022-01-20,Current,178661,10+ years,2022-03-21,2022-03-22,1081.86,1215.57,1,19102.43,Bucket 1 (Low Risk)
LN000859,10859,13229,11.48,2023-02-21,Current,156185,1 year,2023-05-22,2023-05-25,501.83,948.53,3,12280.47,Bucket 1 (Low Risk)
LN000860,10860,21066,15.68,2023-03-10,Fully Paid,170529,3 years,2023-04-09,2023-04-07,1453.34,1275.17,-2,19790.83,Current
LN000861,10861,45680,11.21,2022-06-21,Current,151402,2 years,2023-04-17,2023-04-19,756.18,1307.39,2,44372.61,Bucket 1 (Low Risk)
LN000862,10862,28030,21.16,2022-08-06,In Grace Period,158779,2 years,2022-09-05,2022-09-05,975.7,1187.02,0,26842.98,Bucket 1 (Low Risk)
LN000863,10863,24702,7.61,2023-12-17,Current,61608,10+ years,2024-09-12,2024-09-14,553.02,1353.94,2,23348.06,Bucket 1 (Low Risk)
LN000864,10864,38083,23.23,2022-11-22,Fully Paid,114819,10+ years,2023-04-21,2023-04-26,1094.73,627.62,5,37455.38,Bucket 1 (Low Risk)
LN000865,10865,26078,12.15,2023-04-16,Fully Paid,111103,<1 year,2024-04-10,2024-04-10,302.46,1075.73,0,25002.27,Bucket 1 (Low Risk)
LN000866,10866,36229,6.08,2022-01-10,Late,133308,5 years,2023-01-05,2023-03-13,945.76,786.22,67,35442.78,Bucket 3 (High Risk)
LN000867,10867,47539,17.72,2023-07-06,Current,141700,10+ years,2023-09-04,2023-09-07,751.65,1466.45,3,46072.55,Bucket 1 (Low Risk)
LN000868,10868,44407,12.44,2022-07-01,Fully Paid,27210,<1 year,2023-02-26,2023-03-01,833.49,1423.5,3,42983.5,Bucket 1 (Low Risk)
LN000869,10869,19517,19.38,2024-02-16,Current,118800,1 year,2024-04-16,2024-04-18,565.38,1270.1,2,18246.9,Bucket 1 (Low Risk)
LN000870,10870,37362,23.41,2022-02-07,Current,79810,<1 year,2022-06-07,2022-06-11,632.82,433.14,4,36928.86,Bucket 1 (Low Risk)
LN000871,10871,37789,14.89,2023-07-20,Current,173296,10+ years,2024-06-14,2024-06-14,453.9,378.43,0,37410.57,Bucket 1 (Low Risk)
LN000872,10872,9263,8.29,2023-08-07,Fully Paid,162122,10+ years,2024-01-04,2024-01-05,327.74,1317.2,1,7945.8,Bucket 1 (Low Risk)
LN000873,10873,49416,15.59,2022-09-16,Late,143994,<1 year,2023-04-14,2023-07-10,1080.04,705.79,87,48710.21,Bucket 3 (High Risk)
LN000874,10874,26168,13.79,2023-02-21,Current,160867,3 years,2023-10-19,2023-10-22,352.16,920.71,3,25247.29,Bucket 1 (Low Risk)
LN000875,10875,19715,6.85,2023-03-07,In Grace Period,107900,<1 year,2023-10-03,2023-10-04,1356.12,701.65,1,19013.35,Bucket 1 (Low Risk)
LN000876,10876,6662,23.82,2022-08-20,Fully Paid,136101,<1 year,2022-12-18,2022-12-19,672.97,497.38,1,6164.62,Bucket 1 (Low Risk)
LN000877,10877,46025,17.26,2022-01-29,Current,31297,5 years,2022-12-25,2022-12-28,596.58,1308.61,3,44716.39,Bucket 1 (Low Risk)
LN000878,10878,36036,10.29,2022-12-15,Fully Paid,112448,5 years,2023-04-14,2023-04-13,1043.48,1230.9,-1,34805.1,Current
LN000879,10879,11269,17.26,2023-08-16,Current,40908,<1 year,2024-03-13,2024-03-16,1132.04,1368.1,3,9900.9,Bucket 1 (Low Risk)
LN000880,10880,13358,7.12,2024-04-01,Current,104028,5 years,2025-02-25,2025-03-01,1113.08,378.95,4,12979.05,Bucket 1 (Low Risk)
LN000881,10881,41651,6.94,2024-05-20,Current,50121,5 years,2024-12-16,2024-12-17,1244.97,1337.5,1,40313.5,Bucket 1 (Low Risk)
LN000882,10882,45894,6.19,2023-01-29,Current,137225,5 years,2023-11-25,2023-11-24,1425.1,707.54,-1,45186.46,Current
LN000883,10883,6702,14.17,2022-12-03,In Grace Period,53313,<1 year,2023-01-02,2023-01-01,1308.94,1011.46,-1,5690.54,Current
LN000884,10884,42566,8.27,2023-06-06,Current,135364,3 years,2024-05-31,2024-06-05,465.21,523.11,5,42042.89,Bucket 1 (Low Risk)
LN000885,10885,7888,7.09,2022-11-16,In Grace Period,159512,10+ years,2023-05-15,2023-05-17,949.37,1000.4,2,6887.6,Bucket 1 (Low Risk)
LN000886,10886,14543,8.65,2022-11-13,Late,101300,2 years,2022-12-13,2023-02-22,1113.96,627.8,71,13915.2,Bucket 3 (High Risk)
LN000887,10887,8756,10.27,2024-04-18,Fully Paid,39314,3 years,2024-10-15,2024-10-16,1068.67,1471.81,1,7284.1900000000005,Bucket 1 (Low Risk)
LN000888,10888,18189,20.13,2022-12-16,Current,149708,10+ years,2023-12-11,2023-12-16,697.37,1019.71,5,17169.29,Bucket 1 (Low Risk)
LN000889,10889,42906,16.19,2022-12-10,Late,134758,2 years,2023-03-10,2023-03-28,1247.03,508.87,18,42397.13,Bucket 1 (Low Risk)
LN000890,10890,7765,14.93,2022-01-04,Late,85364,3 years,2022-10-31,2022-12-02,1181.5,315.12,32,7449.88,Bucket 2 (Medium Risk)
LN000891,10891,26726,20.53,2023-01-20,Current,73298,<1 year,2023-07-19,2023-07-17,336.02,388.48,-2,26337.52,Current
LN000892,10892,12549,8.56,2023-03-27,Current,178534,2 years,2023-04-26,2023-04-24,640.92,538.95,-2,12010.05,Current
LN000893,10893,19348,21.94,2024-01-07,Current,170360,1 year,2024-04-06,2024-04-07,1311.46,325.79,1,19022.21,Bucket 1 (Low Risk)
LN000894,10894,11631,6.38,2023-11-25,Current,54089,2 years,2024-03-24,2024-03-26,743.57,847.44,2,10783.56,Bucket 1 (Low Risk)
LN000895,10895,29402,17.9,2023-06-24,Fully Paid,138696,10+ years,2023-08-23,2023-08-22,1408.99,473.32,-1,28928.68,Current
LN000896,10896,17428,9.45,2023-01-23,Late,108349,5 years,2023-08-21,2023-11-15,355.43,320.09,86,17107.91,Bucket 3 (High Risk)
LN000897,10897,45372,16.57,2024-05-24,In Grace Period,63945,2 years,2024-09-21,2024-09-19,636.09,1055.35,-2,44316.65,Current
LN000898,10898,13287,21.33,2023-08-22,Fully Paid,79850,10+ years,2023-10-21,2023-10-26,1037.86,1249.2,5,12037.8,Bucket 1 (Low Risk)
LN000899,10899,15972,15.16,2024-02-09,Fully Paid,158472,2 years,2024-10-06,2024-10-11,1154.98,514.8,5,15457.2,Bucket 1 (Low Risk)
LN000900,10900,39437,18.5,2024-01-03,Fully Paid,149192,2 years,2024-10-29,2024-11-02,1248.75,1065.73,4,38371.27,Bucket 1 (Low Risk)
LN000901,10901,47581,6.66,2022-08-13,Fully Paid,143510,1 year,2023-03-11,2023-03-12,1366.45,667.2,1,46913.8,Bucket 1 (Low Risk)
LN000902,10902,42445,8.83,2024-05-12,Current,169323,<1 year,2024-08-10,2024-08-09,922.58,654.06,-1,41790.94,Current
LN000903,10903,20084,16.51,2023-04-22,In Grace Period,113178,3 years,2023-12-18,2023-12-23,741.01,819.01,5,19264.99,Bucket 1 (Low Risk)
LN000904,10904,37606,11.71,2023-01-27,Current,140785,1 year,2023-06-26,2023-06-25,398.9,730.91,-1,36875.09,Current
LN000905,10905,37883,15.23,2023-10-22,Current,97463,1 year,2023-12-21,2023-12-20,345.94,385.62,-1,37497.38,Current
LN000906,10906,18127,12.01,2023-11-23,Current,104355,10+ years,2024-10-18,2024-10-20,1024.84,528.77,2,17598.23,Bucket 1 (Low Risk)
LN000907,10907,14035,23.97,2024-02-10,Late,167377,2 years,2024-03-11,2024-04-23,715.96,353.66,43,13681.34,Bucket 2 (Medium Risk)
LN000908,10908,31464,23.02,2024-04-21,In Grace Period,28117,3 years,2025-03-17,2025-03-17,573.09,1338.56,0,30125.44,Bucket 1 (Low Risk)
LN000909,10909,18754,14.54,2023-06-13,In Grace Period,169864,3 years,2024-06-07,2024-06-12,403.05,708.79,5,18045.21,Bucket 1 (Low Risk)
LN000910,10910,17310,13.72,2023-12-16,Current,139997,3 years,2024-09-11,2024-09-09,993.01,749.64,-2,16560.36,Current
LN000911,10911,13411,11.5,2024-01-26,Current,117972,2 years,2024-05-25,2024-05-29,1203.15,810.86,4,12600.14,Bucket 1 (Low Risk)
LN000912,10912,40232,11.39,2023-08-25,Current,33443,1 year,2023-11-23,2023-11-26,1258.97,981.83,3,39250.17,Bucket 1 (Low Risk)
LN000913,10913,44835,16.33,2023-02-05,Fully Paid,78531,3 years,2023-04-06,2023-04-10,430.37,526.01,4,44308.99,Bucket 1 (Low Risk)
LN000914,10914,42323,23.31,2023-10-17,Fully Paid,49442,1 year,2023-12-16,2023-12-16,1126.83,338.47,0,41984.53,Bucket 1 (Low Risk)
LN000915,10915,37021,6.48,2022-07-23,Current,126159,2 years,2022-11-20,2022-11-21,929.27,649.33,1,36371.67,Bucket 1 (Low Risk)
